in s,C1 in V,C2 in V,C3 in V,C4 in V
-2.8907008E-02,1.14715E+00,1.10262E+01,1.12793E-01,1.08441E+00
-2.8906320E-02,1.16668E+00,1.12215E+01,1.13770E-01,1.05512E+00
-2.8905632E-02,1.15691E+00,1.14168E+01,1.06934E-01,1.03559E+00
-2.8904944E-02,1.13738E+00,1.12215E+01,1.13770E-01,9.96523E-01
-2.8904256E-02,1.18621E+00,1.14168E+01,1.10840E-01,1.02582E+00
-2.8903568E-02,1.20574E+00,1.10262E+01,1.10840E-01,9.96523E-01
-2.8902880E-02,1.17645E+00,1.09285E+01,1.10840E-01,1.02582E+00
-2.8902192E-02,1.19598E+00,1.11238E+01,1.11816E-01,1.02582E+00
-2.8901504E-02,1.15691E+00,1.09285E+01,1.14746E-01,1.03559E+00
-2.8900816E-02,1.16668E+00,1.13191E+01,1.10840E-01,1.05512E+00
-2.8900128E-02,1.16668E+00,1.16121E+01,1.11816E-01,1.03559E+00
-2.8899440E-02,1.16668E+00,1.12215E+01,1.13770E-01,1.05512E+00
-2.8898752E-02,1.19598E+00,1.10262E+01,1.12793E-01,1.09418E+00
-2.8898064E-02,1.17645E+00,1.11238E+01,1.10840E-01,1.06488E+00
-2.8897376E-02,1.18621E+00,1.12215E+01,1.10840E-01,1.04535E+00
-2.8896688E-02,1.14715E+00,1.10262E+01,1.13770E-01,1.02582E+00
-2.8896000E-02,1.18621E+00,1.09285E+01,1.11816E-01,1.03559E+00
-2.8895312E-02,1.19598E+00,1.10262E+01,1.14746E-01,9.76992E-01
-2.8894624E-02,1.20574E+00,1.10262E+01,1.11816E-01,1.01605E+00
-2.8893936E-02,1.18621E+00,1.11238E+01,1.12793E-01,1.02582E+00
-2.8893248E-02,1.16668E+00,1.13191E+01,1.12793E-01,1.04535E+00
-2.8892560E-02,1.17645E+00,1.08309E+01,1.09863E-01,1.05512E+00
-2.8891872E-02,1.15691E+00,1.13191E+01,1.10840E-01,1.06488E+00
-2.8891184E-02,1.18621E+00,1.14168E+01,1.10840E-01,1.04535E+00
-2.8890496E-02,1.21551E+00,1.14168E+01,1.08887E-01,1.06488E+00
-2.8889808E-02,1.22527E+00,1.13191E+01,1.10840E-01,1.04535E+00
-2.8889120E-02,1.21551E+00,1.16121E+01,1.08887E-01,1.02582E+00
-2.8888432E-02,1.20574E+00,1.15145E+01,1.13770E-01,1.03559E+00
-2.8887744E-02,1.21551E+00,1.17098E+01,1.12793E-01,1.04535E+00
-2.8887056E-02,1.23504E+00,1.13191E+01,1.12793E-01,1.01605E+00
-2.8886368E-02,1.18621E+00,1.14168E+01,1.13770E-01,1.05512E+00
-2.8885680E-02,1.20574E+00,1.12215E+01,1.12793E-01,1.02582E+00
-2.8884992E-02,1.18621E+00,1.14168E+01,1.11816E-01,1.02582E+00
-2.8884304E-02,1.16668E+00,1.13191E+01,1.09863E-01,1.02582E+00
-2.8883616E-02,1.17645E+00,1.17098E+01,1.10840E-01,1.08441E+00
-2.8882928E-02,1.16668E+00,1.11238E+01,1.10840E-01,1.05512E+00
-2.8882240E-02,1.23504E+00,1.14168E+01,1.09863E-01,1.08441E+00
-2.8881552E-02,1.21551E+00,1.14168E+01,1.10840E-01,1.04535E+00
-2.8880864E-02,1.17645E+00,1.12215E+01,1.11816E-01,1.03559E+00
-2.8880176E-02,1.22527E+00,1.13191E+01,1.10840E-01,1.03559E+00
-2.8879488E-02,1.20574E+00,1.16121E+01,1.10840E-01,1.01605E+00
-2.8878800E-02,1.22527E+00,1.10262E+01,1.10840E-01,1.02582E+00
-2.8878112E-02,1.19598E+00,1.10262E+01,1.08887E-01,1.02582E+00
-2.8877424E-02,1.17645E+00,1.10262E+01,1.10840E-01,1.03559E+00
-2.8876736E-02,1.20574E+00,1.13191E+01,1.08887E-01,1.05512E+00
-2.8876048E-02,1.16668E+00,1.12215E+01,1.10840E-01,1.01605E+00
-2.8875360E-02,1.16668E+00,1.13191E+01,1.10840E-01,1.06488E+00
-2.8874672E-02,1.17645E+00,1.14168E+01,1.12793E-01,1.05512E+00
-2.8873984E-02,1.17645E+00,1.17098E+01,1.10840E-01,1.04535E+00
-2.8873296E-02,1.18621E+00,1.15145E+01,1.10840E-01,1.04535E+00
-2.8872608E-02,1.18621E+00,1.17098E+01,1.08887E-01,1.03559E+00
-2.8871920E-02,1.20574E+00,1.17098E+01,1.10840E-01,1.02582E+00
-2.8871232E-02,1.18621E+00,1.11238E+01,1.10840E-01,1.00629E+00
-2.8870544E-02,1.18621E+00,1.10262E+01,1.11816E-01,1.05512E+00
-2.8869856E-02,1.14715E+00,1.12215E+01,1.07910E-01,1.02582E+00
-2.8869168E-02,1.20574E+00,1.12215E+01,1.06934E-01,1.02582E+00
-2.8868480E-02,1.18621E+00,1.13191E+01,1.10840E-01,1.04535E+00
-2.8867792E-02,1.14715E+00,1.15145E+01,1.10840E-01,1.02582E+00
-2.8867104E-02,1.19598E+00,1.13191E+01,1.10840E-01,1.08441E+00
-2.8866416E-02,1.18621E+00,1.13191E+01,1.13770E-01,1.01605E+00
-2.8865728E-02,1.20574E+00,1.14168E+01,1.10840E-01,1.08441E+00
-2.8865040E-02,1.21551E+00,1.13191E+01,1.13770E-01,1.03559E+00
-2.8864352E-02,1.23504E+00,1.17098E+01,1.11816E-01,1.02582E+00
-2.8863664E-02,1.19598E+00,1.13191E+01,1.13770E-01,1.03559E+00
-2.8862976E-02,1.18621E+00,1.14168E+01,1.08887E-01,1.02582E+00
-2.8862288E-02,1.19598E+00,1.12215E+01,1.10840E-01,1.03559E+00
-2.8861600E-02,1.20574E+00,1.12215E+01,1.08887E-01,1.06488E+00
-2.8860912E-02,1.18621E+00,1.11238E+01,1.10840E-01,1.03559E+00
-2.8860224E-02,1.19598E+00,1.13191E+01,1.06934E-01,1.06488E+00
-2.8859536E-02,1.22527E+00,1.17098E+01,1.10840E-01,1.03559E+00
-2.8858848E-02,1.18621E+00,1.13191E+01,1.10840E-01,1.06488E+00
-2.8858160E-02,1.22527E+00,1.17098E+01,1.11816E-01,1.03559E+00
-2.8857472E-02,1.21551E+00,1.15145E+01,1.11816E-01,1.03559E+00
-2.8856784E-02,1.21551E+00,1.15145E+01,1.13770E-01,1.02582E+00
-2.8856096E-02,1.23504E+00,1.15145E+01,1.10840E-01,1.06488E+00
-2.8855408E-02,1.20574E+00,1.13191E+01,1.12793E-01,1.04535E+00
-2.8854720E-02,1.20574E+00,1.11238E+01,1.12793E-01,1.03559E+00
-2.8854032E-02,1.19598E+00,1.11238E+01,1.10840E-01,1.03559E+00
-2.8853344E-02,1.20574E+00,1.16121E+01,1.09863E-01,1.05512E+00
-2.8852656E-02,1.20574E+00,1.11238E+01,1.09863E-01,1.02582E+00
-2.8851968E-02,1.22527E+00,1.14168E+01,1.08887E-01,1.06488E+00
-2.8851280E-02,1.18621E+00,1.15145E+01,1.11816E-01,1.03559E+00
-2.8850592E-02,1.21551E+00,1.14168E+01,1.07910E-01,1.07465E+00
-2.8849904E-02,1.20574E+00,1.14168E+01,1.10840E-01,1.05512E+00
-2.8849216E-02,1.17645E+00,1.16121E+01,1.07910E-01,1.03559E+00
-2.8848528E-02,1.22527E+00,1.13191E+01,1.10840E-01,1.03559E+00
-2.8847840E-02,1.19598E+00,1.13191E+01,1.12793E-01,1.03559E+00
-2.8847152E-02,1.20574E+00,1.14168E+01,1.07910E-01,1.03559E+00
-2.8846464E-02,1.20574E+00,1.14168E+01,1.12793E-01,1.06488E+00
-2.8845776E-02,1.24480E+00,1.11238E+01,1.09863E-01,1.03559E+00
-2.8845088E-02,1.20574E+00,1.15145E+01,1.09863E-01,1.08441E+00
-2.8844400E-02,1.21551E+00,1.11238E+01,1.10840E-01,1.04535E+00
-2.8843712E-02,1.23504E+00,1.15145E+01,1.08887E-01,1.05512E+00
-2.8843024E-02,1.24480E+00,1.13191E+01,1.10840E-01,1.07465E+00
-2.8842336E-02,1.20574E+00,1.14168E+01,1.08887E-01,1.07465E+00
-2.8841648E-02,1.19598E+00,1.14168E+01,1.11816E-01,1.04535E+00
-2.8840960E-02,1.17645E+00,1.15145E+01,1.10840E-01,1.00629E+00
-2.8840272E-02,1.19598E+00,1.13191E+01,1.10840E-01,1.02582E+00
-2.8839584E-02,1.20574E+00,1.14168E+01,1.09863E-01,1.05512E+00
-2.8838896E-02,1.17645E+00,1.10262E+01,1.13770E-01,1.04535E+00
-2.8838208E-02,1.20574E+00,1.17098E+01,1.07910E-01,1.06488E+00
-2.8837520E-02,1.15691E+00,1.14168E+01,1.10840E-01,1.06488E+00
-2.8836832E-02,1.18621E+00,1.16121E+01,1.07910E-01,1.06488E+00
-2.8836144E-02,1.18621E+00,1.14168E+01,1.10840E-01,1.05512E+00
-2.8835456E-02,5.61211E-01,1.14168E+01,1.06934E-01,1.05512E+00
-2.8834768E-02,-1.02852E-01,1.13191E+01,1.10840E-01,1.06488E+00
-2.8834080E-02,-3.56758E-01,1.13191E+01,1.07910E-01,1.02582E+00
-2.8833392E-02,-2.49336E-01,1.15145E+01,1.12793E-01,1.05512E+00
-2.8832704E-02,-5.40234E-02,1.16121E+01,1.08887E-01,1.06488E+00
-2.8832016E-02,1.02227E-01,1.13191E+01,1.09863E-01,1.04535E+00
-2.8831328E-02,1.99883E-01,1.14168E+01,1.11816E-01,1.04535E+00
-2.8830640E-02,1.99883E-01,1.14168E+01,1.11816E-01,1.04535E+00
-2.8829952E-02,1.21758E-01,1.14168E+01,1.10840E-01,1.04535E+00
-2.8829264E-02,-5.19531E-03,1.16121E+01,1.11816E-01,1.03559E+00
-2.8828576E-02,-4.42578E-02,1.14168E+01,1.10840E-01,1.03559E+00
-2.8827888E-02,-9.30859E-02,1.16121E+01,1.07910E-01,1.01605E+00
-2.8827200E-02,-6.37891E-02,1.17098E+01,1.06934E-01,1.03559E+00
-2.8826512E-02,-3.44922E-02,1.11238E+01,1.08887E-01,1.01605E+00
-2.8825824E-02,1.43359E-02,1.11238E+01,1.07910E-01,1.05512E+00
-2.8825136E-02,3.38672E-02,1.15145E+01,1.10840E-01,1.03559E+00
-2.8824448E-02,3.38672E-02,1.14168E+01,1.09863E-01,1.01605E+00
-2.8823760E-02,3.38672E-02,1.16121E+01,1.08887E-01,1.02582E+00
-2.8823072E-02,-5.19531E-03,1.16121E+01,1.10840E-01,1.04535E+00
-2.8822384E-02,-5.40234E-02,1.13191E+01,1.11816E-01,1.02582E+00
-2.8821696E-02,-5.40234E-02,1.16121E+01,1.08887E-01,1.03559E+00
-2.8821008E-02,-6.37891E-02,1.15145E+01,1.10840E-01,1.02582E+00
-2.8820320E-02,-2.47266E-02,1.14168E+01,1.07910E-01,1.05512E+00
-2.8819632E-02,1.43359E-02,1.13191E+01,1.10840E-01,1.03559E+00
-2.8818944E-02,4.36328E-02,1.13191E+01,1.10840E-01,1.05512E+00
-2.8818256E-02,5.33984E-02,1.14168E+01,1.08887E-01,1.03559E+00
-2.8817568E-02,3.38672E-02,1.16121E+01,1.10840E-01,1.03559E+00
-2.8816880E-02,-5.19531E-03,1.11238E+01,1.07910E-01,1.02582E+00
-2.8816192E-02,-2.47266E-02,1.15145E+01,1.13770E-01,1.03559E+00
-2.8815504E-02,-5.19531E-03,1.13191E+01,1.13770E-01,1.03559E+00
-2.8814816E-02,-3.44922E-02,1.09285E+01,1.12793E-01,1.08441E+00
-2.8814128E-02,-5.19531E-03,1.08309E+01,1.11816E-01,1.06488E+00
-2.8813440E-02,-5.19531E-03,1.06355E+01,1.12793E-01,1.06488E+00
-2.8812752E-02,4.36328E-02,1.03426E+01,1.10840E-01,1.03559E+00
-2.8812064E-02,5.33984E-02,9.95195E+00,1.10840E-01,1.06488E+00
-2.8811376E-02,6.31641E-02,9.46367E+00,1.12793E-01,1.03559E+00
-2.8810688E-02,6.31641E-02,8.78008E+00,1.10840E-01,1.08441E+00
-2.8810000E-02,5.33984E-02,7.51055E+00,1.10840E-01,1.03559E+00
-2.8809312E-02,3.38672E-02,6.72930E+00,1.10840E-01,1.06488E+00
-2.8808624E-02,2.41016E-02,5.55742E+00,1.10840E-01,1.02582E+00
-2.8807936E-02,3.38672E-02,3.89727E+00,1.10840E-01,1.03559E+00
-2.8807248E-02,3.38672E-02,2.33477E+00,1.09863E-01,1.04535E+00
-2.8806560E-02,1.43359E-02,9.67578E-01,1.10840E-01,1.03559E+00
-2.8805872E-02,7.29297E-02,-1.06641E-01,1.10840E-01,1.04535E+00
-2.8805184E-02,6.31641E-02,-1.18086E+00,1.07910E-01,1.04535E+00
-2.8804496E-02,3.38672E-02,-1.57148E+00,1.11816E-01,1.03559E+00
-2.8803808E-02,3.38672E-02,-2.25508E+00,1.09863E-01,1.06488E+00
-2.8803120E-02,1.43359E-02,-1.86445E+00,1.07910E-01,1.04535E+00
-2.8802432E-02,-5.19531E-03,-1.18086E+00,1.08887E-01,1.03559E+00
-2.8801744E-02,-5.19531E-03,-3.01953E-01,1.10840E-01,1.02582E+00
-2.8801056E-02,-3.44922E-02,5.76953E-01,1.06934E-01,1.06488E+00
-2.8800368E-02,-2.47266E-02,1.65117E+00,1.12793E-01,1.07465E+00
-2.8799680E-02,4.57031E-03,1.94414E+00,1.10840E-01,1.04535E+00
-2.8798992E-02,2.41016E-02,2.53008E+00,1.10840E-01,1.03559E+00
-2.8798304E-02,4.36328E-02,2.04180E+00,1.10840E-01,1.06488E+00
-2.8797616E-02,6.31641E-02,1.65117E+00,1.09863E-01,1.01605E+00
-2.8796928E-02,5.33984E-02,8.69922E-01,1.08887E-01,1.04535E+00
-2.8796240E-02,5.33984E-02,-1.06641E-01,1.10840E-01,1.05512E+00
-2.8795552E-02,9.24609E-02,-4.97266E-01,1.06934E-01,1.06488E+00
-2.8794864E-02,3.38672E-02,-1.18086E+00,1.12793E-01,1.03559E+00
-2.8794176E-02,5.33984E-02,-8.87891E-01,1.10840E-01,1.06488E+00
-2.8793488E-02,2.41016E-02,-5.94922E-01,1.10840E-01,1.06488E+00
-2.8792800E-02,7.29297E-02,-8.98437E-03,1.10840E-01,1.03559E+00
-2.8792112E-02,3.38672E-02,9.67578E-01,1.10840E-01,1.05512E+00
-2.8791424E-02,8.26953E-02,1.35820E+00,1.09863E-01,1.09418E+00
-2.8790736E-02,2.41016E-02,2.04180E+00,1.10840E-01,1.04535E+00
-2.8790048E-02,-5.19531E-03,2.04180E+00,1.07910E-01,1.06488E+00
-2.8789360E-02,2.41016E-02,1.74883E+00,1.06934E-01,1.02582E+00
-2.8788672E-02,-1.49609E-02,1.06523E+00,1.04004E-01,1.06488E+00
-2.8787984E-02,4.57031E-03,6.74609E-01,1.03027E-01,1.04535E+00
-2.8787296E-02,4.57031E-03,8.86719E-02,1.00098E-01,1.08441E+00
-2.8786608E-02,2.41016E-02,-8.98437E-03,1.00098E-01,1.01605E+00
-2.8785920E-02,2.41016E-02,-3.99609E-01,9.22852E-02,1.04535E+00
-2.8785232E-02,2.41016E-02,-4.97266E-01,8.74023E-02,1.03559E+00
-2.8784544E-02,4.36328E-02,-1.06641E-01,8.05664E-02,1.03559E+00
-2.8783856E-02,2.41016E-02,8.69922E-01,7.47070E-02,1.03559E+00
-2.8783168E-02,5.33984E-02,6.74609E-01,6.49414E-02,1.02582E+00
-2.8782480E-02,2.41016E-02,1.26055E+00,5.61523E-02,1.02582E+00
-2.8781792E-02,-1.49609E-02,1.35820E+00,4.54102E-02,1.07465E+00
-2.8781104E-02,-3.44922E-02,1.06523E+00,3.27148E-02,1.03559E+00
-2.8780416E-02,-4.42578E-02,6.74609E-01,2.09961E-02,1.03559E+00
-2.8779728E-02,4.57031E-03,2.83984E-01,1.02539E-02,1.01605E+00
-2.8779040E-02,-2.47266E-02,2.83984E-01,4.88281E-04,1.04535E+00
-2.8778352E-02,-1.49609E-02,1.86328E-01,-7.32422E-03,1.05512E+00
-2.8777664E-02,2.41016E-02,8.86719E-02,-1.31836E-02,1.06488E+00
-2.8776976E-02,4.57031E-03,3.81641E-01,-2.00195E-02,1.02582E+00
-2.8776288E-02,2.41016E-02,3.81641E-01,-2.39258E-02,1.06488E+00
-2.8775600E-02,1.43359E-02,7.72266E-01,-2.09961E-02,1.03559E+00
-2.8774912E-02,1.43359E-02,8.69922E-01,-1.80664E-02,1.05512E+00
-2.8774224E-02,-5.19531E-03,5.76953E-01,-1.12305E-02,1.03559E+00
-2.8773536E-02,4.57031E-03,2.83984E-01,-8.30078E-03,1.06488E+00
-2.8772848E-02,1.43359E-02,2.83984E-01,-1.46484E-03,1.03559E+00
-2.8772160E-02,1.43359E-02,-1.06641E-01,4.39453E-03,1.06488E+00
-2.8771472E-02,2.41016E-02,8.86719E-02,7.32422E-03,1.08441E+00
-2.8770784E-02,4.57031E-03,-3.01953E-01,1.51367E-02,1.07465E+00
-2.8770096E-02,4.57031E-03,-8.98437E-03,1.31836E-02,1.03559E+00
-2.8769408E-02,2.41016E-02,4.79297E-01,1.02539E-02,1.06488E+00
-2.8768720E-02,2.41016E-02,6.74609E-01,7.32422E-03,1.06488E+00
-2.8768032E-02,4.57031E-03,6.74609E-01,3.41797E-03,1.06488E+00
-2.8767344E-02,3.38672E-02,1.16289E+00,4.88281E-04,1.04535E+00
-2.8766656E-02,1.43359E-02,9.67578E-01,-5.37109E-03,1.05512E+00
-2.8765968E-02,4.57031E-03,6.74609E-01,-8.30078E-03,1.05512E+00
-2.8765280E-02,-5.19531E-03,3.81641E-01,-1.22070E-02,1.06488E+00
-2.8764592E-02,2.41016E-02,3.81641E-01,-5.37109E-03,1.06488E+00
-2.8763904E-02,3.38672E-02,7.72266E-01,-7.32422E-03,1.05512E+00
-2.8763216E-02,4.36328E-02,5.76953E-01,-3.41797E-03,1.03559E+00
-2.8762528E-02,6.31641E-02,8.69922E-01,4.88281E-04,1.05512E+00
-2.8761840E-02,9.24609E-02,9.67578E-01,7.32422E-03,1.03559E+00
-2.8761152E-02,9.24609E-02,6.74609E-01,8.30078E-03,1.06488E+00
-2.8760464E-02,6.31641E-02,8.69922E-01,8.30078E-03,1.08441E+00
-2.8759776E-02,2.41016E-02,6.74609E-01,8.30078E-03,1.04535E+00
-2.8759088E-02,5.33984E-02,2.83984E-01,7.32422E-03,1.02582E+00
-2.8758400E-02,2.41016E-02,2.83984E-01,4.88281E-04,1.05512E+00
-2.8757712E-02,-5.19531E-03,8.86719E-02,-6.34766E-03,1.01605E+00
-2.8757024E-02,-2.47266E-02,-8.98437E-03,-8.30078E-03,9.96523E-01
-2.8756336E-02,-5.19531E-03,-3.99609E-01,-1.12305E-02,9.96523E-01
-2.8755648E-02,-1.49609E-02,2.83984E-01,-9.27734E-03,9.86758E-01
-2.8754960E-02,2.41016E-02,3.81641E-01,-8.30078E-03,9.76992E-01
-2.8754272E-02,4.57031E-03,2.83984E-01,-3.41797E-03,1.01605E+00
-2.8753584E-02,2.41016E-02,7.72266E-01,4.88281E-04,9.76992E-01
-2.8752896E-02,5.33984E-02,3.81641E-01,3.41797E-03,9.18398E-01
-2.8752208E-02,4.36328E-02,4.79297E-01,5.37109E-03,8.89102E-01
-2.8751520E-02,5.33984E-02,2.83984E-01,5.37109E-03,8.50039E-01
-2.8750832E-02,2.41016E-02,8.86719E-02,7.32422E-03,8.40273E-01
-2.8750144E-02,5.33984E-02,8.86719E-02,3.41797E-03,7.71914E-01
-2.8749456E-02,3.38672E-02,8.86719E-02,-1.46484E-03,7.13320E-01
-2.8748768E-02,2.41016E-02,4.79297E-01,-5.37109E-03,6.54727E-01
-2.8748080E-02,-1.49609E-02,1.86328E-01,-7.32422E-03,5.86367E-01
-2.8747392E-02,-5.19531E-03,1.86328E-01,-9.27734E-03,4.98477E-01
-2.8746704E-02,-5.40234E-02,6.74609E-01,-9.27734E-03,4.30117E-01
-2.8746016E-02,-4.42578E-02,5.76953E-01,-7.32422E-03,3.32461E-01
-2.8745328E-02,-5.19531E-03,6.74609E-01,-3.41797E-03,2.73867E-01
-2.8744640E-02,-3.44922E-02,2.83984E-01,-1.46484E-03,1.95742E-01
-2.8743952E-02,-1.49609E-02,-8.98437E-03,4.88281E-04,8.83203E-02
-2.8743264E-02,4.57031E-03,8.86719E-02,5.37109E-03,2.97266E-02
-2.8742576E-02,1.43359E-02,-2.04297E-01,4.88281E-04,-1.91016E-02
-2.8741888E-02,5.33984E-02,8.86719E-02,4.88281E-04,-3.86328E-02
-2.8741200E-02,3.38672E-02,8.86719E-02,4.88281E-04,-1.16758E-01
-2.8740512E-02,6.31641E-02,4.79297E-01,-4.39453E-03,-1.16758E-01
-2.8739824E-02,6.31641E-02,5.76953E-01,-6.34766E-03,-9.72266E-02
-2.8739136E-02,4.36328E-02,6.74609E-01,-3.41797E-03,-1.16758E-01
-2.8738448E-02,2.41016E-02,6.74609E-01,-5.37109E-03,-5.81641E-02
-2.8737760E-02,5.33984E-02,4.79297E-01,-9.27734E-03,-1.91016E-02
-2.8737072E-02,-5.19531E-03,7.72266E-01,-3.41797E-03,1.01953E-02
-2.8736384E-02,4.36328E-02,8.86719E-02,-3.41797E-03,3.94922E-02
-2.8735696E-02,4.36328E-02,1.86328E-01,-4.88281E-04,7.85547E-02
-2.8735008E-02,2.41016E-02,2.83984E-01,-4.88281E-04,1.56680E-01
-2.8734320E-02,5.33984E-02,2.83984E-01,2.44141E-03,1.66445E-01
-2.8733632E-02,4.36328E-02,3.81641E-01,-4.88281E-04,1.37148E-01
-2.8732944E-02,1.43359E-02,4.79297E-01,-4.39453E-03,1.17617E-01
-2.8732256E-02,2.41016E-02,3.81641E-01,-4.88281E-04,1.07852E-01
-2.8731568E-02,-1.49609E-02,5.76953E-01,-3.41797E-03,7.85547E-02
-2.8730880E-02,-1.49609E-02,5.76953E-01,-6.34766E-03,5.90234E-02
-2.8730192E-02,1.43359E-02,3.81641E-01,-3.41797E-03,2.97266E-02
-2.8729504E-02,1.43359E-02,8.86719E-02,-4.39453E-03,-1.91016E-02
-2.8728816E-02,3.38672E-02,8.86719E-02,-6.34766E-03,-9.33594E-03
-2.8728128E-02,-5.19531E-03,-2.04297E-01,-1.46484E-03,-4.83984E-02
-2.8727440E-02,-5.19531E-03,8.86719E-02,-1.46484E-03,-3.86328E-02
-2.8726752E-02,2.41016E-02,8.86719E-02,4.88281E-04,-4.83984E-02
-2.8726064E-02,2.41016E-02,4.79297E-01,-4.88281E-04,-1.91016E-02
-2.8725376E-02,4.36328E-02,4.79297E-01,-4.88281E-04,1.99609E-02
-2.8724688E-02,5.33984E-02,4.79297E-01,-2.44141E-03,1.99609E-02
-2.8724000E-02,3.38672E-02,4.79297E-01,-3.41797E-03,9.80859E-02
-2.8723312E-02,4.36328E-02,5.76953E-01,-4.88281E-04,8.83203E-02
-2.8722624E-02,4.57031E-03,2.83984E-01,-2.44141E-03,9.80859E-02
-2.8721936E-02,2.41016E-02,5.76953E-01,-1.46484E-03,3.94922E-02
-2.8721248E-02,4.57031E-03,-2.04297E-01,-4.88281E-04,3.94922E-02
-2.8720560E-02,1.43359E-02,1.86328E-01,-4.88281E-04,3.94922E-02
-2.8719872E-02,2.41016E-02,-8.98437E-03,-2.44141E-03,1.01953E-02
-2.8719184E-02,2.41016E-02,8.86719E-02,-4.88281E-04,4.29687E-04
-2.8718496E-02,2.41016E-02,8.86719E-02,-4.88281E-04,4.29687E-04
-2.8717808E-02,2.41016E-02,-8.98437E-03,-2.44141E-03,-2.88672E-02
-2.8717120E-02,3.38672E-02,8.86719E-02,-2.44141E-03,-9.33594E-03
-2.8716432E-02,4.57031E-03,8.86719E-02,-2.44141E-03,-9.33594E-03
-2.8715744E-02,1.43359E-02,8.86719E-02,-4.88281E-04,4.29687E-04
-2.8715056E-02,1.43359E-02,-8.98437E-03,-4.88281E-04,1.99609E-02
-2.8714368E-02,1.43359E-02,-8.98437E-03,-1.46484E-03,6.87891E-02
-2.8713680E-02,2.41016E-02,1.86328E-01,-4.88281E-04,5.90234E-02
-2.8712992E-02,1.43359E-02,-1.06641E-01,-4.88281E-04,7.85547E-02
-2.8712304E-02,2.41016E-02,2.83984E-01,1.46484E-03,6.87891E-02
-2.8711616E-02,2.41016E-02,-8.98437E-03,-3.41797E-03,5.90234E-02
-2.8710928E-02,4.36328E-02,2.83984E-01,-2.44141E-03,2.97266E-02
-2.8710240E-02,4.36328E-02,1.86328E-01,-4.39453E-03,2.97266E-02
-2.8709552E-02,4.36328E-02,8.86719E-02,-4.39453E-03,1.99609E-02
-2.8708864E-02,4.36328E-02,-1.06641E-01,-5.37109E-03,1.99609E-02
-2.8708176E-02,-5.19531E-03,8.86719E-02,-4.39453E-03,-9.33594E-03
-2.8707488E-02,3.38672E-02,8.86719E-02,-3.41797E-03,-1.91016E-02
-2.8706800E-02,4.36328E-02,2.83984E-01,-4.88281E-04,2.97266E-02
-2.8706112E-02,4.36328E-02,-1.06641E-01,-4.88281E-04,2.97266E-02
-2.8705424E-02,2.41016E-02,-8.98437E-03,-4.88281E-04,5.90234E-02
-2.8704736E-02,2.41016E-02,2.83984E-01,-1.46484E-03,4.92578E-02
-2.8704048E-02,2.41016E-02,8.86719E-02,-4.88281E-04,2.97266E-02
-2.8703360E-02,3.38672E-02,2.83984E-01,-3.41797E-03,4.92578E-02
-2.8702672E-02,-5.19531E-03,5.76953E-01,-3.41797E-03,8.83203E-02
-2.8701984E-02,4.36328E-02,2.83984E-01,-6.34766E-03,5.90234E-02
-2.8701296E-02,1.43359E-02,8.86719E-02,-2.44141E-03,1.99609E-02
-2.8700608E-02,2.41016E-02,1.86328E-01,-4.39453E-03,1.01953E-02
-2.8699920E-02,4.57031E-03,8.86719E-02,-1.46484E-03,-2.88672E-02
-2.8699232E-02,2.41016E-02,-8.98437E-03,-3.41797E-03,-9.33594E-03
-2.8698544E-02,4.57031E-03,1.86328E-01,-3.41797E-03,-9.33594E-03
-2.8697856E-02,4.36328E-02,-8.98437E-03,-2.44141E-03,1.01953E-02
-2.8697168E-02,2.41016E-02,8.86719E-02,-2.44141E-03,3.94922E-02
-2.8696480E-02,4.57031E-03,1.86328E-01,-2.44141E-03,1.99609E-02
-2.8695792E-02,1.43359E-02,1.86328E-01,-4.39453E-03,5.90234E-02
-2.8695104E-02,5.33984E-02,1.86328E-01,-1.46484E-03,2.97266E-02
-2.8694416E-02,2.41016E-02,-8.98437E-03,-3.41797E-03,3.94922E-02
-2.8693728E-02,1.43359E-02,2.83984E-01,-3.41797E-03,1.99609E-02
-2.8693040E-02,1.43359E-02,1.86328E-01,-1.46484E-03,1.99609E-02
-2.8692352E-02,4.57031E-03,-1.06641E-01,-4.39453E-03,1.01953E-02
-2.8691664E-02,-5.19531E-03,1.86328E-01,1.46484E-03,1.01953E-02
-2.8690976E-02,1.43359E-02,-8.98437E-03,-4.88281E-04,-9.33594E-03
-2.8690288E-02,-2.47266E-02,8.86719E-02,-4.88281E-04,2.97266E-02
-2.8689600E-02,1.43359E-02,-2.04297E-01,4.88281E-04,1.99609E-02
-2.8688912E-02,-3.44922E-02,-2.04297E-01,-2.44141E-03,3.94922E-02
-2.8688224E-02,-4.42578E-02,8.86719E-02,-3.41797E-03,1.01953E-02
-2.8687536E-02,-1.49609E-02,-8.98437E-03,-6.34766E-03,4.92578E-02
-2.8686848E-02,2.41016E-02,-1.06641E-01,-5.37109E-03,4.92578E-02
-2.8686160E-02,-2.47266E-02,8.86719E-02,-5.37109E-03,3.94922E-02
-2.8685472E-02,1.43359E-02,-3.01953E-01,-2.44141E-03,1.99609E-02
-2.8684784E-02,2.41016E-02,1.86328E-01,-4.88281E-04,4.92578E-02
-2.8684096E-02,-2.47266E-02,-8.98437E-03,-2.44141E-03,4.29687E-04
-2.8683408E-02,-2.47266E-02,-1.06641E-01,-4.88281E-04,1.99609E-02
-2.8682720E-02,1.43359E-02,-2.04297E-01,-1.46484E-03,1.01953E-02
